序号,卫星NORAD,卫星intlid,卫星名称,发射时间,开始时间,结束时间,持续时长,阶段标定,轨道高度
,53010,22076AA,,,20220718,20220813,26,C,354.094477
,53010,22076AA,,,20220823,20220829,6,C,423.309643
,53011,22076AB,,,20220718,20220904,48,C,353.501019
,53011,22076AB,,,20220915,20220917,2,C,419.433175
,53012,22076AC,,,20220718,20220813,26,C,354.055171
,53012,22076AC,,,20220823,20220829,6,C,421.580954
,53013,22076AD,,,20220718,20220904,48,C,353.367261
,53013,22076AD,,,20220915,20220917,2,C,419.351241
,53014,22076AE,,,20220718,20220904,48,C,353.449696
,53014,22076AE,,,20220915,20220917,2,C,420.244366
,53015,22076AF,,,20220718,20220904,48,C,353.393828
,53015,22076AF,,,20220915,20220918,3,C,421.773337
,53016,22076AG,,,20220718,20220904,48,C,353.413162
,53016,22076AG,,,20220915,20220918,3,C,424.328567
,53017,22076AH,,,20220718,20220904,48,C,353.399542
,53017,22076AH,,,20220915,20220918,3,C,420.909502
,53018,22076AJ,,,20220718,20220904,48,C,353.444896
,53018,22076AJ,,,20220915,20220918,3,C,423.698986
,53019,22076AK,,,20220718,20220904,48,C,353.317896
,53019,22076AK,,,20220915,20220918,3,C,420.416099
,53020,22076AL,,,20220718,20220904,48,C,353.361047
,53020,22076AL,,,20220915,20220918,3,C,422.637244
,53021,22076AM,,,20220718,20220904,48,C,353.438610
,53021,22076AM,,,20220915,20220919,4,C,424.117651
,53022,22076AN,,,20220718,20220904,48,C,353.314086
,53022,22076AN,,,20220915,20220918,3,C,420.074627
,53023,22076AP,,,20220718,20220904,48,C,353.522174
,53023,22076AP,,,20220915,20220919,4,C,422.622809
,53024,22076AQ,,,20220718,20220904,48,C,353.353620
,53024,22076AQ,,,20220915,20220919,4,C,423.252753
,53025,22076AR,,,20220718,20220904,48,C,353.304870
,53025,22076AR,,,20220915,20220919,4,C,421.562377
,53026,22076AS,,,20220718,20220904,48,C,353.429613
,53026,22076AS,,,20220915,20220919,4,C,424.982382
,53027,22076AT,,,20220718,20220904,48,C,353.347819
,53027,22076AT,,,20220915,20220919,4,C,419.770472
,53028,22076AU,,,20220718,20220809,22,C,352.721034
,53029,22076AV,,,20220718,20220928,72,C,355.245429
,53030,22076AW,,,20220718,20220904,48,C,353.343419
,53030,22076AW,,,20220915,20220919,4,C,420.704679
,53031,22076AX,,,20220718,20220928,72,C,355.180732
,53032,22076AY,,,20220718,20220904,48,C,353.315469
,53032,22076AY,,,20220915,20220919,4,C,419.998028
,53033,22076AZ,,,20220718,20220928,72,C,355.216396
,53034,22076BA,,,20220718,20220928,72,C,355.229469
,53035,22076BB,,,20220718,20220928,72,C,355.169492
,53036,22076BC,,,20220718,20220928,72,C,355.029220
,53037,22076BD,,,20220718,20220928,72,C,355.223286
,53038,22076BE,,,20220718,20220928,72,C,355.292176
,53043,22077A,,,20220717,20220725,8,C,354.482605
,53043,22077A,,,20220731,20220807,7,C,407.343880
,53044,22077B,,,20220717,20220724,7,C,358.335568
,53044,22077B,,,20220730,20220808,9,C,410.491364
,53045,22077C,,,20220717,20220724,7,C,358.311873
,53045,22077C,,,20220730,20220808,9,C,410.325665
,53046,22077D,,,20220717,20220724,7,C,358.288290
,53046,22077D,,,20220730,20220808,9,C,410.324448
,53047,22077E,,,20220717,20220724,7,C,358.241010
,53047,22077E,,,20220730,20220808,9,C,409.953862
,53048,22077F,,,20220717,20220724,7,C,358.264644
,53048,22077F,,,20220730,20220806,7,C,409.062334
,53049,22077G,,,20220717,20220724,7,C,358.170816
,53049,22077G,,,20220730,20220806,7,C,408.255952
,53049,22077G,,,20220717,20220724,7,C,358.170816
,53049,22077G,,,20220730,20220806,7,C,408.255952
,53050,22077H,,,20220717,20220724,7,C,358.217394
,53050,22077H,,,20220730,20220807,8,C,416.475312
,53051,22077J,,,20220717,20220724,7,C,358.123275
,53051,22077J,,,20220730,20220807,8,C,415.042494
,53052,22077K,,,20220717,20220724,7,C,358.193771
,53052,22077K,,,20220730,20220803,4,C,406.064985
,53053,22077L,,,20220717,20220724,7,C,358.076276
,53053,22077L,,,20220730,20220807,8,C,414.832457
,53054,22077M,,,20220717,20220724,7,C,358.146556
,53054,22077M,,,20220730,20220807,8,C,415.406623
,53055,22077N,,,20220718,20220724,6,C,358.028699
,53055,22077N,,,20220730,20220807,8,C,414.472434
,53056,22077P,,,20220717,20220724,7,C,358.099642
,53056,22077P,,,20220730,20220807,8,C,414.847370
,53057,22077Q,,,20220717,20220724,7,C,357.981372
,53057,22077Q,,,20220729,20220807,9,C,414.083698
,53058,22077R,,,20220717,20220724,7,C,358.053205
,53058,22077R,,,20220729,20220807,9,C,414.473373
,53059,22077S,,,20220717,20220724,7,C,357.934355
,53059,22077S,,,20220730,20220807,8,C,413.243068
,53060,22077T,,,20220717,20220724,7,C,358.005545
,53060,22077T,,,20220730,20220807,8,C,414.380373
,53061,22077U,,,20220718,20220725,7,C,366.501858
,53061,22077U,,,20220730,20220807,8,C,412.563817
,53062,22077V,,,20220717,20220724,7,C,357.958067
,53062,22077V,,,20220729,20220807,9,C,414.060729
,53063,22077W,,,20220717,20220724,7,C,357.840464
,53063,22077W,,,20220731,20220807,7,C,407.091343
,53064,22077X,,,20220717,20220724,7,C,357.910893
,53064,22077X,,,20220730,20220807,8,C,412.890818
,53065,22077Y,,,20220717,20220724,7,C,357.815757
,53065,22077Y,,,20220730,20220807,8,C,412.075001
,53066,22077Z,,,20220717,20220724,7,C,357.863055
,53066,22077Z,,,20220730,20220807,8,C,412.379441
,53067,22077AA,,,20220717,20220724,7,C,357.746064
,53067,22077AA,,,20220730,20220807,8,C,411.746089
,53068,22077AB,,,20220717,20220724,7,C,357.792221
,53068,22077AB,,,20220730,20220807,8,C,411.748341
,53069,22077AC,,,20220717,20220724,7,C,357.697668
,53069,22077AC,,,20220730,20220807,8,C,411.436632
,53070,22077AD,,,20220717,20220724,7,C,357.769147
,53070,22077AD,,,20220730,20220807,8,C,411.747126
,53071,22077AE,,,20220718,20220724,6,C,357.650608
,53071,22077AE,,,20220730,20220807,8,C,409.266658
,53072,22077AF,,,20220718,20220724,6,C,357.721547
,53072,22077AF,,,20220730,20220807,8,C,411.684020
,53073,22077AG,,,20220718,20220724,6,C,357.603316
,53073,22077AG,,,20220730,20220807,8,C,408.847204
,53074,22077AH,,,20220718,20220724,6,C,357.674031
,53074,22077AH,,,20220730,20220807,8,C,411.181650
,53075,22077AJ,,,20220718,20220724,6,C,357.555919
,53075,22077AJ,,,20220730,20220807,8,C,408.240021
,53076,22077AK,,,20220717,20220724,7,C,357.627214
,53076,22077AK,,,20220730,20220807,8,C,409.071797
,53077,22077AL,,,20220718,20220724,6,C,357.508898
,53077,22077AL,,,20220730,20220807,8,C,407.913757
,53078,22077AM,,,20220718,20220724,6,C,357.580086
,53078,22077AM,,,20220730,20220807,8,C,408.252708
,53079,22077AN,,,20220718,20220724,6,C,357.485291
,53079,22077AN,,,20220730,20220807,8,C,407.391122
,53080,22077AP,,,20220718,20220724,6,C,357.533233
,53080,22077AP,,,20220730,20220807,8,C,408.005687
,53081,22077AQ,,,20220718,20220724,6,C,357.437908
,53081,22077AQ,,,20220730,20220807,8,C,407.072772
,53082,22077AR,,,20220717,20220724,7,C,357.461767
,53082,22077AR,,,20220730,20220807,8,C,407.124523
,53083,22077AS,,,20220719,20220722,3,C,353.119694
,53083,22077AS,,,20220729,20220808,10,C,409.883394
,53083,22077AS,,,20220826,20220829,3,C,548.183542
,53084,22077AT,,,20220718,20220724,6,C,357.414106
,53084,22077AT,,,20220730,20220807,8,C,407.071311
,53085,22077AU,,,20220718,20220724,6,C,357.388098
,53085,22077AU,,,20220730,20220807,8,C,406.322275
,53086,22077AV,,,20220718,20220724,6,C,357.411243
,53086,22077AV,,,20220730,20220807,8,C,406.872231
,53086,22077AV,,,20220825,20220827,2,C,549.812917
,53087,22077AW,,,20220718,20220724,6,C,357.340713
,53087,22077AW,,,20220730,20220807,8,C,406.125990
,53088,22077AX,,,20220718,20220724,6,C,357.364357
,53088,22077AX,,,20220730,20220808,9,C,413.068512
,53700,22107A,,,20220915,20221107,53,C,352.435608
,53701,22107B,,,20220915,20221107,53,C,352.351868
,53702,22107C,,,20220915,20221207,83,C,352.351419
,53703,22107D,,,20220915,20221107,53,C,352.521773
,53704,22107E,,,20220915,20221107,53,C,352.855118
,53705,22107F,,,20220915,20221107,53,C,352.765819
,53706,22107G,,,20220915,20221107,53,C,352.679546
,53707,22107H,,,20220915,20221208,84,C,352.363976
,53708,22107J,,,20220915,20221209,85,C,357.527767
,53709,22107K,,,20220914,20221031,47,C,355.025520
,53711,22107M,,,20220914,20221031,47,C,355.319537
,53712,22107N,,,20220914,20221031,47,C,354.978625
,53713,22107P,,,20220914,20221017,33,C,353.310527
,53714,22107Q,,,20220914,20221208,85,C,352.466515
,53714,22107Q,,,20221218,20221222,4,C,419.780734
,53715,22107R,,,20220914,20221017,33,C,353.645135
,53716,22107S,,,20220914,20221017,33,C,353.565563
,53718,22107U,,,20220915,20221019,34,C,367.303557
,53719,22107V,,,20221009,20221206,58,C,354.374246
,53720,22107W,,,20220916,20221016,30,C,352.450223
,53721,22107X,,,20220915,20221018,33,C,361.110282
,53722,22107Y,,,20220914,20221017,33,C,353.835159
,53723,22107Z,,,20220912,20220912,0,C,337.377736
,53724,22107AA,,,20220913,20221014,31,C,352.435549
,53726,22107AC,,,20220915,20221017,32,C,354.563667
,53727,22107AD,,,20220915,20221018,33,C,361.634096
,53728,22107AE,,,20220914,20221017,33,C,354.968198
,53729,22107AF,,,20220914,20221017,33,C,355.025113
,53730,22107AG,,,20220914,20221017,33,C,354.900599
,53731,22107AH,,,20220916,20221017,31,C,355.259364
,53732,22107AJ,,,20220916,20221017,31,C,354.853915
,53733,22107AK,,,20220916,20221017,31,C,355.523087
,53734,22107AL,,,20220916,20221017,31,C,355.223817
,53735,22107AM,,,20220914,20220925,11,C,356.153318
,53736,22107AN,,,20220914,20221017,33,C,355.408690
,53737,22107AP,,,20220915,20220924,9,C,351.916468
,53738,22107AQ,,,20220915,20220924,9,C,351.951672
,53740,22107AS,,,20220924,20220925,1,C,356.272335
,53741,22107AT,,,20220914,20220925,11,C,356.451564
,53742,22107AU,,,20220914,20220924,10,C,351.089288
,53743,22107AV,,,20220914,20220924,10,C,351.642193
,53744,22107AW,,,20220914,20220924,10,C,351.881690
,53745,22107AX,,,20220914,20220924,10,C,351.737150
,53746,22107AY,,,20220914,20220924,10,C,351.739294
,53748,22107BA,,,20220914,20220924,10,C,351.683024
,53749,22107BB,,,20220914,20220924,10,C,351.689329
,53750,22107BC,,,20220914,20220924,10,C,351.614140
,53773,22111A,,,20220919,20221004,15,C,354.202399
,53774,22111B,,,20220919,20221004,15,C,354.142930
,53775,22111C,,,20220919,20221022,33,C,352.317700
,53776,22111D,,,20220919,20221014,25,C,357.379278
,53777,22111E,,,20220919,20221022,33,C,352.317632
,53778,22111F,,,20220919,20221013,24,C,352.104447
,53779,22111G,,,20220919,20221023,34,C,352.188845
,53780,22111H,,,20220919,20221023,34,C,352.565817
,53781,22111J,,,20220919,20221023,34,C,351.997540
,53782,22111K,,,20220919,20221023,34,C,352.094131
,53783,22111L,,,20220919,20221023,34,C,351.929440
,53784,22111M,,,20220919,20221023,34,C,351.946322
,53785,22111N,,,20221001,20221116,46,G,172.703808
,53786,22111P,,,20220919,20221024,35,C,357.034788
,53786,22111P,,,20221111,20221123,12,C,418.970225
,53787,22111Q,,,20220919,20221024,35,C,356.225664
,53788,22111R,,,20221001,20221116,46,G,167.197932
,53789,22111S,,,20220919,20221024,35,C,355.734047
,53790,22111T,,,20220919,20221024,35,C,356.408786
,53792,22111V,,,20220919,20221024,35,C,356.065163
,53793,22111W,,,20220919,20221024,35,C,355.336790
,53794,22111X,,,20220919,20221024,35,C,355.647412
,53795,22111Y,,,20220919,20221024,35,C,355.227199
,53796,22111Z,,,20220913,20221010,27,C,311.320584
,53796,22111Z,,,20221204,20221230,26,C,542.428226
,53797,22111AA,,,20220919,20221024,35,C,355.060714
,53798,22111AB,,,20220919,20221024,35,C,354.949202
,53799,22111AC,,,20220919,20221115,57,C,358.422836
,53800,22111AD,,,20220919,20221115,57,C,358.625287
,53801,22111AE,,,20220919,20221115,57,C,358.018780
,53802,22111AF,,,20220919,20221115,57,C,358.224708
,53803,22111AG,,,20220916,20221219,94,C,364.592034
,53804,22111AH,,,20220919,20221128,70,C,361.283419
,53805,22111AJ,,,20220917,20221219,93,C,359.493710
,53806,22111AK,,,20220917,20221219,93,C,364.189935
,53818,22114A,,,20220926,20221027,31,C,354.803434
,53819,22114B,,,20220926,20221027,31,C,354.426063
,53820,22114C,,,20220926,20221027,31,C,354.685889
,53824,22114G,,,20220927,20221028,31,C,361.326400
,53825,22114H,,,20220927,20221028,31,C,361.373691
,53826,22114J,,,20220927,20221028,31,C,360.889206
,53827,22114K,,,20220927,20221028,31,C,361.198511
,53828,22114L,,,20220927,20221028,31,C,360.779422
,53829,22114M,,,20220927,20221028,31,C,361.176688
,53830,22114N,,,20220927,20221028,31,C,360.580347
,53831,22114P,,,20220927,20221028,31,C,360.983094
,53832,22114Q,,,20220927,20221028,31,C,360.343847
,53833,22114R,,,20220927,20221028,31,C,360.660263
,53834,22114S,,,20220927,20221028,31,C,360.155672
,53835,22114T,,,20220927,20221028,31,C,360.446483
,53836,22114U,,,20220927,20221118,52,C,355.950772
,53837,22114V,,,20220927,20221028,31,C,360.255686
,53838,22114W,,,20220927,20221118,52,C,355.782910
,53839,22114X,,,20220927,20221118,52,C,356.045694
,53840,22114Y,,,20220927,20221118,52,C,355.483168
,53841,22114Z,,,20220927,20221118,52,C,355.710719
,53842,22114AA,,,20220927,20221118,52,C,355.124145
,53843,22114AB,,,20220927,20221118,52,C,355.643826
,53844,22114AC,,,20220927,20221118,52,C,355.259616
,53845,22114AD,,,20220927,20221118,52,C,353.170070
,53846,22114AE,,,20220927,20221118,52,C,354.757681
,53847,22114AF,,,20220927,20221118,52,C,355.139419
,53848,22114AG,,,20220927,20221118,52,C,354.890721
,53849,22114AH,,,20220927,20221118,52,C,355.149502
,53850,22114AJ,,,20220927,20221118,52,C,354.532257
,53851,22114AK,,,20220927,20221118,52,C,354.809978
,53852,22114AL,,,20220929,20230110,103,C,542.496520
,53853,22114AM,,,20220929,20221118,50,C,354.559225
,53854,22114AN,,,20220929,20221209,71,C,352.702720
,53855,22114AP,,,20220928,20221118,51,C,354.529388
,53856,22114AQ,,,20220929,20221209,71,C,352.672151
,53857,22114AR,,,20220928,20221118,51,C,354.316097
,53858,22114AS,,,20220929,20221210,72,C,352.881958
,53859,22114AT,,,20220929,20221128,60,C,352.930779
,53860,22114AU,,,20220929,20221209,71,C,352.318732
,53861,22114AV,,,20220929,20221209,71,C,352.568887
,53862,22114AW,,,20220929,20221209,71,C,352.392620
,53863,22114AX,,,20220929,20221209,71,C,352.581592
,53864,22114AY,,,20220929,20221209,71,C,352.690665
,53865,22114AZ,,,20220929,20221209,71,C,352.496365
,53867,22114BB,,,20221003,20230102,91,C,364.060112
,53869,22114BD,,,20221003,20230102,91,C,363.946239
,53886,22119A,,,20221006,20221104,29,C,358.385335
,53887,22119B,,,20221006,20221104,29,C,358.104716
,53888,22119C,,,20221006,20221104,29,C,358.299551
,53889,22119D,,,20221006,20221104,29,C,358.209830
,53891,22119F,,,20221009,20221104,26,C,358.018894
,53892,22119G,,,20221006,20221104,29,C,357.703936
,53893,22119H,,,20221009,20221104,26,C,357.722514
,53894,22119J,,,20221009,20221104,26,C,357.917588
,53895,22119K,,,20221009,20221104,26,C,357.632968
,53896,22119L,,,20221009,20221104,26,C,357.598188
,53897,22119M,,,20221009,20221104,26,C,357.857529
,53898,22119N,,,20221009,20221104,26,C,357.199024
,53899,22119P,,,20221009,20221104,26,C,357.317322
,54000,22125AN,,,20221014,20221127,44,C,352.291534
,54002,22125AQ,,,20221016,20221127,42,C,352.047152
,54001,22125AP,,,20221014,20221108,25,C,355.679108
,54003,22125AR,,,20221014,20221108,25,C,355.938382
,54004,22125AS,,,20221014,20221108,25,C,355.848981
,54005,22125AT,,,20221014,20221108,25,C,355.633802
,54008,22125AW,,,20221022,20221126,35,C,353.204098
,54010,22125AY,,,20221022,20221126,35,C,353.002536
,54006,22125AU,,,20221022,20221126,35,C,440.458955
,54006,22125AU,,,20221219,20230110,22,C,542.516988
,54007,22125AV,,,20221014,20221108,25,C,355.340373
,54009,22125AX,,,20221014,20221108,25,C,355.367764
,54011,22125AZ,,,20221014,20221127,44,C,352.217951
,54012,22125BA,,,20221014,20221127,44,C,352.271590
,54013,22125BB,,,20221014,20221127,44,C,352.250862
,54014,22125BC,,,20221014,20221127,44,C,352.156346
,54015,22125BD,,,20221014,20221127,44,C,352.342235
,54159,22141C,,,20221109,20221114,5,C,351.993627
,54159,22141C,,,20221207,20221214,7,C,524.219849
,54160,22141D,,,20221109,20230110,62,C,352.444179
,54160,22141D,,,20230110,,已有数据中尚无法观测,C,
,54157,22141A,,,20221109,20221114,5,C,351.924040
,54158,22141B,,,20221109,20221114,5,C,351.838605
,54161,22141E,,,20221109,20221114,5,C,352.008471
,54162,22141F,,,20221109,20221114,5,C,352.017293
,54163,22141G,,,20221109,20221204,25,C,352.849098
,54164,22141H,,,20221109,20221204,25,C,352.696342
,54166,22141K,,,20221109,20221204,25,C,352.678381
,54168,22141M,,,20221109,20221204,25,C,352.608473
,54170,22141P,,,20221109,20221204,25,C,352.509030
,54172,22141R,,,20221109,20221204,25,C,352.605924
,54169,22141N,,,20221109,20221204,25,C,352.508140
,54165,22141J,,,20221109,20221114,5,C,352.002917
,54167,22141L,,,20221109,20221114,5,C,352.031696
,54171,22141Q,,,20221109,20221125,16,C,351.818044
,54175,22141U,,,20221109,20221204,25,C,352.594232
,54176,22141V,,,20221109,20221204,25,C,352.279134
,54177,22141W,,,20221109,20221204,25,C,352.587575
,54179,22141Y,,,20221109,20221204,25,C,352.273051
,54173,22141S,,,20221109,20221204,25,C,352.582924
,54180,22141Z,,,20221109,20221204,25,C,352.051559
,54178,22141X,,,20221109,20221204,25,C,352.294323
,54174,22141T,,,20221116,20221201,15,C,352.449384
,54174,22141T,,,20221201,,已有数据中尚无法观测,C,
,54209,22141BE,,,20221109,20230110,62,C,352.442083
,54208,22141BD,,,20221109,20230110,62,C,352.434091
,54207,22141BC,,,20221109,20221226,47,C,352.379857
,54207,22141BC,,,20230104,20230110,6,C,422.412074
,54206,22141BB,,,20221113,20230110,58,C,352.414200
,54206,22141BB,,,20230110,,已有数据中尚无法观测,C,
,54205,22141BA,,,20221109,20221226,47,C,352.792357
,54205,22141BA,,,20230104,20230109,5,C,420.423298
,54204,22141AZ,,,20221109,20221226,47,C,352.307724
,54204,22141AZ,,,20230104,20230110,6,C,420.394309
,54204,22141AZ,,,20230110,,已有数据中尚无法观测,C,
,54203,22141AY,,,20221109,20221226,47,C,352.035589
,54203,22141AY,,,20230104,20230109,5,C,425.866733
,54202,22141AX,,,20221109,20221226,47,C,352.392643
,54202,22141AX,,,20230104,20230110,6,C,422.225677
,54202,22141AX,,,20230110,,已有数据中尚无法观测,C,
,54201,22141AW,,,20221109,20221226,47,C,352.439743
,54201,22141AW,,,20230104,20230109,5,C,416.022163
,54200,22141AV,,,20221109,20221226,47,C,353.460074
,54200,22141AV,,,20230104,20230109,5,C,423.056711
,54199,22141AU,,,20221109,20221209,30,C,352.250456
,54199,22141AU,,,20221221,20221226,5,C,352.063350
,54199,22141AU,,,20230104,20230109,5,C,430.598467
,54198,22141AT,,,20221109,20221209,30,C,351.992049
,54198,22141AT,,,20221221,20221226,5,C,352.316032
,54198,22141AT,,,20230104,20230109,5,C,428.797144
,54197,22141AS,,,20221109,20221209,30,C,352.308575
,54197,22141AS,,,20221221,20221226,5,C,352.288898
,54197,22141AS,,,20230104,20230109,5,C,430.706411
,54196,22141AR,,,20221109,20221209,30,C,352.196407
,54196,22141AR,,,20221221,20221226,5,C,352.442855
,54196,22141AR,,,20230104,20230109,5,C,418.955584
,54195,22141AQ,,,20221109,20221226,47,C,352.290018
,54195,22141AQ,,,20230104,20230109,5,C,434.249746
,54194,22141AP,,,20221109,20221209,30,C,352.232731
,54194,22141AP,,,20221221,20221226,5,C,352.570135
,54194,22141AP,,,20230104,20230109,5,C,428.498096
,54193,22141AN,,,20221109,20221226,47,C,352.982600
,54193,22141AN,,,20230104,20230109,5,C,430.957487
,54192,22141AM,,,20221109,20221226,47,C,352.657000
,54192,22141AM,,,20230104,20230109,5,C,421.582512
,54191,22141AL,,,20221109,20221226,47,C,353.606127
,54191,22141AL,,,20230104,20230109,5,C,436.042498
,54190,22141AK,,,20221109,20221226,47,C,353.167522
,54190,22141AK,,,20230104,20230109,5,C,432.715685
,54189,22141AJ,,,20221109,20221205,26,C,357.462253
,54189,22141AJ,,,20221207,20221210,3,C,370.496274
,54189,22141AJ,,,20230104,20230110,6,C,547.520280
,54189,22141AJ,,,20230110,,已有数据中尚无法观测,C,
,54188,22141AH,,,20221109,20221210,31,C,352.477284
,54188,22141AH,,,20221216,20221227,11,C,365.485211
,54188,22141AH,,,20230104,20230109,5,C,434.224547
,54187,22141AG,,,20221109,20221205,26,C,357.750619
,54187,22141AG,,,20221224,20230101,8,C,495.197583
,54187,22141AG,,,20230107,20230110,3,C,542.477839
,54187,22141AG,,,20230110,,已有数据中尚无法观测,C,
,54186,22141AF,,,20221109,20221226,47,C,352.371006
,54186,22141AF,,,20230104,20230108,4,C,422.276804
,54185,22141AE,,,20221109,20221204,25,C,352.001472
,54185,22141AE,,,20221214,20221218,4,C,423.977340
,54185,22141AE,,,20230103,20230110,7,C,542.527999
